u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
91.210464477539,19.0074710845947,19.7370166778564,-91.676284790039,18.7799892425537,4990.94775390625,-142.807266235351,52.726505279541,24.7463569641113,18.4585342407226,19.850622177124,48.3470001220703,17
91.3033447265625,19.0247459411621,19.7692203521728,-91.6197967529296,18.857229232788,4993.49267578125,-143.002868652343,52.7153816223144,24.8545608520507,18.4621105194091,19.8506202697753,48.4045448303222,17
91.3177871704101,19.0358028411865,19.7922935485839,-91.6091232299804,18.9237060546875,4995.330078125,-143.257537841796,52.7492065429687,24.8968315124511,18.4613208770751,19.8506202697753,48.5098609924316,17
91.5039596557617,19.0159740447998,19.8224220275878,-91.5471725463867,18.9620838165283,4996.64111328125,-143.35740661621,52.7572784423828,24.8816375732421,18.4907436370849,19.8506202697753,48.5469703674316,17
91.6320266723632,18.9673061370849,19.8744525909423,-91.4458236694336,18.9837493896484,4997.576171875,-143.497589111328,52.7560653686523,24.887523651123,18.5286788940429,19.8506202697753,48.5333976745605,17
91.7281341552734,18.9307556152343,19.9832687377929,-91.4430160522461,19.0192832946777,4998.25927734375,-143.597579956054,52.7650604248046,24.9354572296142,18.5428276062011,19.8506202697753,48.4661026000976,17
91.6963729858398,18.8910331726074,20.1495742797851,-91.4967422485351,19.0420322418212,4998.74267578125,-143.617004394531,52.7702827453613,24.9843063354492,18.5676002502441,19.8506202697753,48.4401626586914,17
91.8018722534179,18.8473529815673,20.391466140747,-91.4288253784179,19.0546512603759,4999.08154296875,-143.569702148437,52.7237586975097,25.06441116333,18.5888862609863,19.8506202697753,48.3516960144043,17
91.7253723144531,18.8169231414794,20.7050228118896,-91.5869140625,19.0895690917968,4999.33203125,-143.613677978515,52.7715301513671,25.0913925170898,18.6091403961181,19.8506202697753,48.3840255737304,17
91.7433853149414,18.7900485992431,20.9004764556884,-91.5607757568359,19.1759223937988,4999.501953125,-143.51382446289,52.7367897033691,25.1345443725585,18.6218147277832,19.8506202697753,48.3837585449218,17
91.685920715332,18.775930404663,21.0301837921142,-91.5956420898437,19.2476501464843,4999.62646484375,-143.474975585937,52.7459754943847,25.1438045501709,18.6242542266845,19.8506202697753,48.3618049621582,17
91.604248046875,18.7863807678222,21.1604900360107,-91.6646575927734,19.2942447662353,4999.7333984375,-143.461013793945,52.7972373962402,25.1932201385498,18.6295471191406,19.8506202697753,48.3632354736328,17
91.5041732788086,18.8125457763671,21.2675399780273,-91.6887283325195,19.3723583221435,4999.796875,-143.322601318359,52.7740211486816,25.221752166748,18.6373558044433,19.8506202697753,48.3503684997558,17
91.6271133422851,18.8348217010498,21.4882793426513,-91.7686538696289,19.4661693572998,4999.83837890625,-143.164367675781,52.8232307434082,25.2653274536132,18.6578350067138,19.8506202697753,48.3947219848632,17
91.6698760986328,18.8430824279785,21.7503662109375,-91.8311233520507,19.5481719970703,4999.87353515625,-143.072402954101,52.8329353332519,25.3053283691406,18.707649230957,19.8506202697753,48.4042015075683,17
91.6608734130859,18.8652362823486,21.9539203643798,-91.9279098510742,19.6089038848876,4999.89794921875,-143.013473510742,52.874713897705,25.3482208251953,18.7709827423095,19.8506202697753,48.3841896057128,17
91.6699905395507,18.9086227416992,22.1522197723388,-91.949592590332,19.6513767242431,4999.91015625,-142.934326171875,52.8795852661132,25.3577003479003,18.8177680969238,19.8506202697753,48.3969116210937,17
91.5746307373046,18.9464225769042,22.3621063232421,-91.9998168945312,19.6972312927246,4999.92236328125,-142.918045043945,52.8845710754394,25.376012802124,18.85618019104,19.8506202697753,48.3430747985839,17
91.3585968017578,18.9741668701171,22.5753078460693,-92.1319274902343,19.737548828125,4999.935546875,-142.842330932617,52.8583831787109,25.4157905578613,18.8943939208984,19.8506202697753,48.4203186035156,17
91.3666534423828,18.993236541748,22.7966957092285,-92.1397323608398,19.7669773101806,4999.93603515625,-142.771453857421,52.8723487854003,25.4988899230957,18.9141502380371,19.8506202697753,48.3960151672363,17
91.2533721923828,19.0071125030517,23.0473155975341,-92.1759719848632,19.7899913787841,4999.9453125,-142.767822265625,52.8588562011718,25.6004047393798,18.9319152832031,19.8506202697753,48.3766746520996,17
91.1962280273437,19.0209808349609,23.2557468414306,-92.1409606933593,19.8071784973144,4999.95068359375,-142.750885009765,52.8291435241699,25.6627960205078,18.9440402984619,19.8506202697753,48.3683433532714,17
91.1364212036132,19.0130348205566,23.3476295471191,-92.069351196289,19.8194923400878,4999.9521484375,-142.781341552734,52.8055419921875,25.6594352722167,18.9615879058837,19.8506202697753,48.3769569396972,17
91.0865249633789,18.9846611022949,23.3808536529541,-92.0302047729492,19.8283157348632,4999.9541015625,-142.867492675781,52.8038520812988,25.6825332641601,18.9946880340576,19.8506202697753,48.4071807861328,17
91.0305404663086,18.9528942108154,23.4247665405273,-92.0211486816406,19.834638595581,4999.95361328125,-142.889373779296,52.780906677246,25.7139263153076,19.0334587097167,19.8506202697753,48.3826713562011,17
91.2231826782226,18.9056720733642,23.5064907073974,-91.8405456542968,19.8391685485839,4999.94873046875,-142.945648193359,52.7531585693359,25.7714138031005,19.0586280822753,19.8506202697753,48.4828414916992,17
91.4049377441406,18.8619480133056,23.7025775909423,-91.7992248535156,19.842414855957,4999.95751953125,-143.032043457031,52.813247680664,25.8392868041992,19.0759201049804,19.8506202697753,48.4607353210449,17
91.5248870849609,18.832420349121,23.9504623413085,-91.6534118652343,19.844741821289,4999.955078125,-143.13948059082,52.7796630859375,25.880931854248,19.094367980957,19.8506202697753,48.3945159912109,17
91.6134796142578,18.8083457946777,24.1628131866455,-91.6483001708984,19.8464069366455,4999.96044921875,-143.239196777343,52.7800636291503,25.932897567749,19.1069374084472,19.8506202697753,48.4311141967773,17
91.7205505371093,18.7860984802246,24.3757457733154,-91.5617599487304,19.8476009368896,4999.96044921875,-143.256072998046,52.7766494750976,25.8965072631835,19.130859375,19.8506202697753,48.3785705566406,17
91.6861190795898,18.7788829803466,24.5383167266845,-91.5801773071289,19.8484573364257,4999.958984375,-143.203308105468,52.7815780639648,25.8442096710205,19.14937210083,19.8506202697753,48.4124946594238,17
91.7511901855468,18.7816543579101,24.6487274169921,-91.6267623901367,19.9082908630371,4999.951171875,-143.145309448242,52.8129844665527,25.9102249145507,19.1679859161376,19.8506202697753,48.4296073913574,17
